License,Owner,Street,City,State,Zip,Lat,Lon
200099488,ONE TACO LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,ORANGE MARKET 2 INC.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200051925,Tandem Hospitality Group LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200099488,ORIGIN STUDIO HOUSE LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200176564,"Manor Pickle, LLC",539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200099488,One Bleu Dog L.L.C.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,OZ. HOUSE LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PT Changthong LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Padel Club Austin LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,Courtside Padel Club LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,PALINDROME IMPORTS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Palm Pizza, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PANGEA BEVERAGE LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Paperboy Austin 2, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,"Canvas, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,Premier Worldwide Concierge LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,WANDERLUST WINE COMPANY LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,"Pasta Bar ATX, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Patrizis Other Place LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PD THAI CUISINE LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,CODA Concepts LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,PSC Partners LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,TYD Down LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,"Pepita & Piquin, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PershingEast LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,"Huynh & Lam Enterprises, Inc",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200051925,TDJ Food Services LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200139103,HAI KY UNLIMITED LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,PHOEBE'S RESTAURANT GROUP LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Phoebe's Gracy Farms, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200055958,Z Mediterranean Cuisine LLC,5770 N Mopac Expy,Austin,TX,78731,30.279571,-97.736248
200099488,South ATX Hospitality LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,Dananna Enterprises Inc,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,Pins Mechanical Co. Austin LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PLACITA'S MEXICAN RESTAURANT LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PLANK AUSTIN LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PAMORIN INC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PLAZA R3 LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Pluckers-Southpark Meadows, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,J & H Ryoo LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,POCO LOCO EBERHART LLC ,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Poke House Mueller LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Poke House LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,Buda Coffee Partnership LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200099488,"Popstroke Austin, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200152960,"1301 SOUTH LAMAR, LLC",724 Eberhart Ln,Austin,TX,78745,30.337186,-97.75495
200144935,1615 W 35th Street LLC,1201 Barbara Jordan Blvd,Austin,TX,78723,30.30636,-97.709168
200143625,400 Block Investment Group LLC,11150 Research Blvd,Austin,TX,78759,30.406916,-97.745798
200099488,Pourt LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SAI STAR TWO LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200131172,Angel Aura LLC,1301 S Lamar Blvd,Austin,TX,78704,30.141734,-97.832653
200099488,NEW PUNCH BOWL AUSTIN DOMAIN LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,NEW PUNCH BOWL AUSTIN CONGRESS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Quality Licensing Corp,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Quatro Amigos Spirits LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,CYAD Inc. ,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,QUE DIVINO ENTERPRISES LLC ,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,"Barton Creek Senior Living Center, Inc",8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200099488,OKLAHOMA QUIKTRIP BEVERAGE CORPORATION,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
106883137,"7116 Valjean, LLC",221 E PARMER LN,AUSTIN,TX,78753,30.165611,-97.828382
200099488,"Radio Brews, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Radio Rosewood, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Radius Butcher & Grocery LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200116592,"73 Rainey Street, LLC",6414 Ed Bluestein Blvd,Austin,TX,78723,30.337186,-97.75495
200099488,RT Five LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"RT 9, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Randalls Beverage Company Inc,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200161724,LNS TEXAS INVESTMENTS LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,SKM Food Inc,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,REBEL CHEESE LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Origen Hospitality East 6 LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,RF Austin Operating LLC ,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Refuel Operating Company LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Regal Rooms LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,REGENCY BEVERAGE COMPANY LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,Golden Hour Group,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200060622,"360 Partners ATX, LLC",9001 Cameron Rd,Austin,TX,78754,30.26613,-97.751785
200099488,RNDC TEXAS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200138552,10402 Manchaca Rd LLC,208 Barton Springs Rd,Austin,TX,78704,30.165611,-97.828382
200159982,Chatham Austin RI Leaseco LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200176564,MCR Fund II Texas Beverages LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200099488,PAC AUSTIN RIVER PLACE BEVCO LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200176564,MNHM Bevco LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,"Francois Avignon Austin, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,Carla De Jesus Solorzano,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200139103,Eyeglass Operating LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,Cuatro Platos LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,RICKYS MARISCOS Y MAS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200161724,"KTRACHOS ENTERPRISES, LLC",2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,RIVERCITY BUSINESS INC.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,Blue in Green LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200129075,"WTS International, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200175500,5001 Airport Restaurant LLC,10601 N Lamar Blvd SUITE R1,Austin,TX,78753,30.373884,-97.688834
200099488,"Rockman #1, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Russian Bistro Nazdorovye Inc.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,ROSES KITCHEN LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,I Am Mijo Feo Inc,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,Spyglass Grocery LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Roya Austin LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,RED RIVER GROCERY LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,Great Room Entertainment LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,RRR FOOD TRENDS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Rudy's Texas Bar-B-Q, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,Barneyy 117,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200099488,"RWB Beverage Services, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Sabor Veracruz INC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,"J&M Food Services, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200144158,BEVERAGE EMERALD POINT LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200139103,Himalayan Corporation,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,ST. SPRITZ DEL HLDGS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,CL YUMMY INC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,Salsita Lupita LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Salvation Rainey LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200161724,"LB & SM, LLC",2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,SAMMIE'S ITALIAN LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,UMATIYA ENTERPRISE INC.,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,"Samsaric Beer Company, Inc.",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,TX Trapote LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,San Juanita's LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SANJEEVANI RESTAURANT LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PZ Foods LLC ,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,Destefanos italian bistro and market LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,SAT 1604/151 LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,"Escarpment Hospitality, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,"Saturn Disco Cocktails, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,Inaki Investments LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,SEAREINAS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Seven on 7 LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200051925,TAJ Mountain LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200161724,LZA LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200129075,Yonghua Restaurant LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,PINECONE INC.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,ShowMePizza LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SIETE ESTRELLAS #2 LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Sign Bar LP,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Silo Winery LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,TX SEAFOOD & STEAKS LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,Sip Pho LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200161724,Kampong Frances LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,Sri Kandan LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Sixty Vines Domain, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
107260370,A Cult Following LLC,9503 RESEARCH BLVD STE 400,AUSTIN,TX,78759,30.26613,-97.751785
200074165,2021 Ski Shores Lake Austin LLC ,512 W 29th St,Austin,TX,78705,30.266484,-97.740231
200161724,"LIQUOR BUENO, INC.",2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200129075,Voyage Retail LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,"Small's Pizza, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,I45 Lakeline Operating LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,ROO & JOO ENTERPRISES INC.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SOUTHSHORE DISTRICT INC.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,Umeed Group LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,"Snag Delivery, Inc.",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,NPR RETAILING INC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SONALIKA BUSINESS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Snowmageddon Spirits LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SO HA CUISINE LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SOCO OPERATIONS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SOHO HOUSE AUSTIN LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,HPT TRS IHG-2 INC. & SONESTA INTERNATIONAL HOTELS CORPORATION,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,"Sonora Wine & Spirits, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200147928,The Hottest Pot Inc.,200 W 6th St,Austin,TX,78701,30.165611,-97.828382
200099488,SOUTHERN HEIGHTS BREWING CO LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Steer Ventures I, LLC ",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,IJD BUSINESS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Fare Affair LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,SPEC'S FAMILY CORP,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Special Noodle LLC 5,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SNOWWALK LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SPEEDY STOP FOOD STORES LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Speedy Stop Spirits LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,NEXT PAGE SPIRITS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,"Jai Hanuman MK, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,SPOKESMAN HIGHLAND LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SPREAD & CO. LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SFM LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,St. Elmo Brewing LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,St John Social LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200161724,LOST FALLS LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200139103,FOUR BLUE PALMS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,STERLING EVENTS HOSPITALITY LTD.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200161724,Liquor Group LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,SPRINGDALE STATION LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SGM Capital Foods LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200158708,710 West LLC,10905 FM812 Unit 110,Austin,TX,78719,30.141881,-97.668145
200139103,EL LEON'S EAST LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,Stems Floral Design,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,DB LIQUOR OAKHILL LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,DB LIQUOR TARRYTOWN LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,STILL AUSTIN DISTILLERY LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,YOLEXO BUSINESS LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,"SVF8, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200176564,MJ58 CORP,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200144158,BOWL & PLATE HOLDINGS LLC ,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200139103,EXCEPTIONALLY ORDINARY LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129547,MAHER BUSINESS LLC,915 W Oltorf St,Austin,TX,78704,30.26613,-97.751785
200139103,ENAM BUSINESS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,Sunset Strip Entertainment LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,BARS Business Inc,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200099488,SB ATX Downtown LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,BMK SUSHI LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200099488,"SUSHI JAPON & HIBACHI GRILL, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,"Sushi Concepts Austin, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200162935,NEW LIANG YUAN INC,4600 W Guadalupe St,Austin,TX,78751,30.266484,-97.740231
200161724,KSY ENTERPRISES INC.,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,South Swedish LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,Downtown Swedish LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200161724,KOKO YA INC.,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200161724,Lonestar Farms LLC  ( Lonestar Collective LLC ),2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,"Prasso Hospitality, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,HAPPY GOODS INC.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,DCJ Restaurant Inc,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200062093,"TACO FLATS-RIATA, LLC",12221 Riata Trace Parkway STE100,Austin,TX,78727,30.141734,-97.832653
200109964,TACO MORE L.L.C.,2015 E Riverside Dr Suite 1A   ,Austin,TX,78741,30.165611,-97.828382
200175061,Taco N Maiz LLC,603 Sabine St,Austin,TX,78701,30.279571,-97.736248
107170765,TACODELI HOLDINGS INC.,1500 SPYGLASS DR UNIT B,AUSTIN,TX,78746,30.165611,-97.828382
200051925,Tancho Lantana LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200051925,TANDOORI LOUNGE LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200099488,Synergy Techops Services LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200051925,TAQUERIA 102 LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200099488,SRA. MA. CARMEN INC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200161724,KARLA'S RESTAURANTES INC.,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,PRIME STAR LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200161724,LOPEZ RESTAURANTE INC.,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200051925,TAQUERO MUCHO N BURNET LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200139103,Hecho Sinton Holdings LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200051925,Tarrytown Bar & Bistro LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200141881,"AUS Plus Retail, LLC",6700 Middle Fiskville Rd,Austin,TX,78752,30.337186,-97.75495
200051925,TASTE OF HOME HEALTH FOOD LLC,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200099488,ROYALTY HOSPITALITY GROUP LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200051925,Tea Around Town Austin Inc.,111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200163122,4751 E PARMER LN LLC,3110 Windsor Rd,Austin,TX,78703,30.266484,-97.740231
200129075,THUNDERBIRD COFFEE - MANOR LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200161724,Kelly's Hospitality Group Limited Liability Compan,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200159982,DB LIQUOR LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
127256060,TEQUILA 101 LLC,7600 ROBALO RD,AUSTIN,TX,78757,30.337186,-97.75495
200159982,CLIPBANDITS LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,NICKIS FOOD LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200141059,ALIJBIN LLC,1601 W 38th St,Austin,TX,78731,30.165611,-97.828382
200139103,ERISH ENTERPRISE INC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
127256060,Austin Card Room LLC ,7600 ROBALO RD,AUSTIN,TX,78757,30.337186,-97.75495
200058443,Texas Chili Parlor Inc,1409 Lavaca St,Austin,TX,78701,30.276962,-97.74198
200159982,"Coffee Traders, Inc.",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200087069,TFB Operations LLC,2900 Rio Grande Street,Austin,TX,78705,30.141734,-97.832653
200099488,S & J Ventures LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,AVIAN LIQUOR LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200176564,"M's on the Bend, LLC",539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200152624,TEX-IN BS LLC,3223 E 7th St,Austin,TX,78702,30.266484,-97.740231
200099488,SVR TX GROUP LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200166665,"THE ABGB CO., LLC",2805 San Jacinto Blvd,Austin,TX,78705,30.141734,-97.832653
200166665,THE AUSTIN CLUB,2805 San Jacinto Blvd,Austin,TX,78705,30.141734,-97.832653
200161724,MAGLITCH SPIRITS LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200129075,WINE MERCHANTS LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,Greystone Drive Business LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200055958,ZAM & N LLC,5770 N Mopac Expy,Austin,TX,78731,30.279571,-97.736248
200176564,Nav Business LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
107115985,12010 Dunn Manchaca LLC,2500 HIGHWAY 183 S,Austin,TX,78744,30.141734,-97.832653
200099488,Resilience LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,Bar Blue ATX,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200161724,Juicerie Austin LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200139103,HOTEL CARP BEVERAGES LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200147928,The Cauldron Group LLC,200 W 6th St,Austin,TX,78701,30.165611,-97.828382
200159982,CONCOURSE VENUE LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,ROUGH CUT LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,DRT Austin LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200161724,Khasat Group LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200139103,DW Domain LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200176564,MEDICAL PARKWAY PUB L.L.C.,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
107061942,1300 E7th Restaurant LLC,611 E 7TH ST,AUSTIN,TX,78701,30.337186,-97.75495
200139103,Evia LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,"Grill-eria Brands, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
